CustomerID,TotalSpent,Salary,Address
4401,74.74,4196.0,Hk5ZC5nxLh4FXNctr9y6UnYGJe
4546,59.2,5481.0,1lNLQgEr7kqDALUjJo
4570,76.41,2534.0,Ql1X5uCe6jBPQQYGSz
4855,38.16,5115.0,emL3tTrIcqTJTY4aLnChVY 9
6064,44.959999999999994,7786.0,uy50 q9UxD0qw8WT9
6728,93.8,2376.0,DQERaSDfx8tmLDGBAb7ry
6889,14.14,9813.0,ePK16MrS He6eE2D z8Mk94020Xt
7016,50.35,1280.0,vXZjEntYmpOu5cEWDqrhPJUe6g
7033,36.82,9877.0,VjGGe3rAJdtK4ddDhif47qyd
7192,67.41,1336.0,Od3SLGhx2DQNVzaD63k0a6Osgb5nE
7290,37.13,2371.0,7G4VPqMViN5Li TRPJwl2C21PSo0
7653,40.32,1376.0,VKBtTg Lopk58se
8328,53.53,8750.0,j2d01VUNSMxbdwbh 1Fz
9015,73.26,6822.0,A3InlyZLrPB 123UtxGnB
9016,56.88,1602.0,oo3ySXMOtYeroYmp6Wns1kSzvhfF
9747,96.3,3001.0,ST7OcccZqzoaDw2PSlgKh
9958,19.58,2245.0,8 2PqVxR2KA9fgnoqnCL2McSH
10010,64.86,3387.0,JSkPZyofj2o4LBb
10522,73.88,3799.0,ZqXPNOjMaMlwqgcoSoGYgTylsK iob
11645,82.77000000000001,1768.0,l1Mrj04x2auTAAN9
12425,106.25,4555.0,M4cfZ8fPNahVlGW
12590,19.84,8201.0,PCoYr L6OdBuhniMprryuibRJsFU
13376,57.02,9318.0,RTz6sVsh9ZRf9lsK57lsn6dEUD
14114,65.38,6237.0,5oLaBmYPSbALdWAY3yrp574U
14142,159.38,2320.0,gJGsOge3L8QDTTVFoFGThjM
15876,57.44,3331.0,CtIXvHmyXQY8tPyGcRmlXLd
16871,135.35,4058.0,mVLygMVuiHk6FoNSOHHPH
17159,84.64,9098.0,DgWoi54USyktlIk8Cq
17509,29.79,8778.0,pRqCtvhfVZg Th8 V3z
17734,49.19,7571.0,i02o0jupREGRm1NzBNbtgX7KZ2
17806,76.37,1784.0,KK2txNDTb6pP5uzrvX76TEOR
18305,87.41,5500.0,iRivnUZJb5RP4kdbv5nw2HEPUV9m
19353,39.46,7803.0,SSguxqLcXi7GfOJ1ccOcI
20089,34.08,9320.0,WA4LdH5Yva0ty9o2sP23NJod
20864,34.81,6169.0,bqRSr7N bufjSgFM
21207,85.76,1988.0,Xf8mD 7fwkKxNPZz6PaBNkc9Y0S7
22042,85.91,7423.0,0nYfMh96QKipb3dAlWRZ0E
22430,67.14,7240.0,2fewmfJSzNyIJ1wcm
22497,88.39,7899.0,ze5sbf77Txp9PSuK
22674,116.93,1957.0,GyGW59b5kp3ACmEIRRRRct5gS
23766,82.99,5686.0,Xsu0t73aOuKEVGpp
23999,38.51,5969.0,jDhfKj87z0bxZbWwOcZDcDz5kI
24192,167.08999999999997,1581.0,LJTeWNIKwjPmgfa
24468,96.56,7877.0,FcrgojsGf1YJSDHGknuG7ibLyyL
25447,68.97,2183.0,32whQbsyzLMlNYSajGFJXMNLQ
26080,64.48,4865.0,6tMe3wWq7K8bqPHuaCfeYR0
26974,45.7,5163.0,jShzTNKphcG980lu
27952,61.64,3093.0,3kecP4m3DlVXB8QCYwTruh
27956,90.26,3822.0,sY 132mb8NTpjsXYp
28560,49.14,1460.0,Y xcwUB8 Au2yP4jgM6Mq
29129,17.71,9637.0,NjJR4swMlJYaSdnNpKD
29455,147.41,7079.0,aDtwjDzw5LmriYSlfdW5
30054,48.57,2884.0,5GuUWIPD68cKHxLJtKZ7HK5hWwhZL
30139,92.93,8504.0,2TPtaEHDdRwZH6v6yJAli0Hp9T0eQx
30742,38.43,5425.0,5MltD5sSa1ZwBCCjUAipanlgLhSd7X
30990,60.39,6039.0,5tOMRUEQyqTDQkG
32933,90.24,1580.0,GglaxcXNIz9PGcW4Vx64M0QIxBfIh
33180,75.95,9744.0,4Ozp2XgtYPTzbJfwAYc
33596,81.44,6014.0,NGQvO8v97d1bNnfTSq0GYeq1dBiMd5
35691,83.24,1753.0,7lJa3pgPCRAH Qtbh9FPxemj1xBQW
36350,25.01,8684.0,E9XuuAqgkUbv80S9IhaXF3p0OONSNc
36883,163.17000000000002,1510.0,POZ7i02vYm2KUZFq
36953,59.22,1531.0,HAcpUO1ZEt5zsQzPqDx
37658,50.47,6282.0,oSEohHixYsFzhZhtDl
37999,42.94,3431.0,gJEkAS15AOY28JjoF
38331,78.97,6041.0,kzcDIVqsz le 17zOpIIwohN
39200,86.73,9876.0,JHbJZAJ5fhbpNZUZoD
39233,24.87,2809.0,2owpcu4ETMDaXR7x
39541,97.28,4977.0,H3ABDEYpadhpMRsqwyfmx2
39932,48.07,9194.0,527nyKzgFdto5UiKUycSEwi
41666,84.19,2950.0,PgwC49 uUG3P4Np7f0fN
42143,122.35,8860.0,ZbG4u9Eq0di3gZ j
42444,114.94,2898.0,iXddbDk J6tjKa Gt
42664,54.36,7735.0,Msp9WyBgboVQu1FvsgO
43044,13.37,4304.0,cZ48cLwHrnDz knD
43495,99.46,1886.0,ZmTJaMhVtPjSEb8H
44553,96.11,7872.0,SVOj1oQNTBwsg7lYi6ORivtd93
45100,45.58,5063.0,foIzrZmmNirXzMHa
45154,93.49000000000001,1992.0,8yWqOsPFccqsbiRB
45304,25.15,6221.0,Ae wmd11x516irbi0QovXLrC1vkyiS
45803,121.52000000000001,5624.0,AK2NSZhfM3WFpskrAad66mqMjp54F
45824,52.64,3920.0,1VDEeLiH9RxjKndEYVS
45871,18.3,3470.0,x8l5RtjL37LWR6qxE8ybAs1gp9tNzJ
46113,86.41,8038.0,VTDofStOgmkrPP3CvArliLnOE3H7c
46273,97.89999999999999,2277.0,PYO7n2s9QV7rgXiqPEP 21PC
47228,55.47,4491.0,etU81cm2qnp4YkbG
47435,57.47,6865.0,a9WQxs0GdBI7pbFqNgyOw
47681,45.26,7228.0,BSNPsb6jhrRmjXVSwB3ZgWeZUHO2t
48348,71.12,6052.0,1iYTPpSleW7F7qdke
48442,55.85,2744.0,xMwZaANeLjfPyFleXYCx6m2f6is1Pu
48675,20.86,9109.0,4G4YPW tgxHXnBau
49530,78.78,2086.0,6dGHL9Rcs6Pd87BwggFhRLxpBo3I9h
413,17.09,7245.0,mcKwIlURSiUFMWnrp7dp
1300,19.04,8936.0,m9qw1u6rD7HLJcQdtcPcadK7OMr
1497,38.97,1442.0,Iq6F3lY11EKXxcx YQWnJMEUctW
1967,95.21,5939.0,R2Rz5KZgSWn3rJsVtDdm Ln
2034,97.05,4210.0,7DKxYm9Kk3mutmzfQ2gjlFe
3023,18.62,5477.0,ibtmPz1A18Y17NFMQLZTrY2Q
3465,73.29,7069.0,5ZcfoDzmo1lEG8FstV2RK1SSwexn
3839,76.28,2358.0,OHGB4 Bp3r8Ez2cOaxsU1P1
4105,63.53,3305.0,otNh7CfCo0ManiTDZY Y5SNSLi
4283,58.99,1423.0,2Ggzi8pORdQJpdQ
4321,54.16,7188.0,EBO05ka OJLmfgpxbTgzH2ofBe9
4439,53.65,4450.0,Iy2DySzniiCx8lmzHV
5560,37.83,8019.0,G QR5dX 8EEp7StnbWpz4Ttz
5707,96.46000000000001,3737.0,LXfuf8LMA6wxnppRGHCj8Q8yN
5952,85.04,1164.0,1anZWa47LGsZsXKEG7UAZW
6888,14.92,9324.0,US aIp9tigo05EBsF9CzpthCEtql
7055,71.52,6884.0,R0Hi4eh5NPWwk5DzWWRG
7193,35.23,6762.0,mtHmAxTKY0IPPjlNgsw1VFGVrp
7340,94.15,8875.0,hVi8B3NRSyFfjZbS
7943,31.31,2472.0,ZMQMzzyTip4ZwdbD6AMgvhMfye
8142,95.93,5368.0,CL8OFMkezjqTH2ka
8654,33.48,9308.0,4hEEWXUeGszuMMkAh
8665,44.0,5961.0,eFIqKMHS3Tm1cLICWOmR5y2
10052,73.66,2053.0,2iWCY oP53JY5vVty1
10556,31.23,1352.0,9a 7ff1xuJi616slJLD
11505,21.49,1419.0,o2j9DmjwGyrOsUDtfVeZX
11634,46.14,1082.0,femwbUiH0wZI9U3RHrJJ5byuqeANF
12358,13.5,4017.0,J2 QcSxvnjpxa5KlmnL
12442,36.01,2519.0,zUM6hpyyYNNOEvXfLbjFmL5y
12649,16.78,1276.0,kvuPsoDQxzsYj2Rg2utRptYqpme
12920,70.88,5819.0,FsJS5bzwrmNpGm3beBA9eqRqC9JSt
12984,147.76999999999998,9014.0,eREQCViVMGeP SsjXE6eJZjp
13478,46.64,3660.0,YL6kWx78wqxlNBha0e4xpPXLzN3Wie
14253,92.01,1029.0,WXwlmZY6kR2eS5K
14391,150.59,2142.0,wDBxb1dOeQtesvAyPRcFkN
14730,64.26,3573.0,mzqlvvPi0awQJJYaj
15034,21.7,8291.0,HvtzHB523VC1um3Ej34ZAbI8
15444,69.92,7507.0,rzXJB7YWmDwDNr2 iPLX1W128k
16071,57.65,5996.0,GhE1Gjg5QLK6uI4g
16574,64.13,9280.0,TyEAoO4Pyb6VzqCt5E
17834,19.29,8067.0,Jxox6dCckHpCuFa2nQT
18150,38.53,1026.0,SPfulnLks6scki982I
18709,52.23,7114.0,J2nouMkp3WymgzEWegiGhadSwombbm
19539,30.99,9611.0,8pIwcMgdhchpUNE
19936,45.97,1368.0,XVowdHdsaf1WZiyy4F2uQONpht
21823,95.49,6444.0,awIOBZrk6y61u6qVbLLqfbvYP
22729,71.09,5415.0,kTPvoKfuYBocptHNKN
23019,49.34,9243.0,nAOnGsb40tSiplvmyGpoRN V
23216,136.82999999999998,1499.0,tuZfe2ZMdpI3v5jd
23871,10.04,8092.0,1y60Ig25b2nxOtsH2uxrP1c
24966,19.79,6538.0,TBN egQjvIB0eMqkIX
25773,58.74,5601.0,ErJieLcFdqfyGPVe Ryz C0lq
25898,99.88,4759.0,WKfjyJVudH0LaBT5dRKYuHc
25939,28.39,5311.0,bM gAcjBaC3YpFpWWEPCGlawGWW
26109,148.33,3853.0,ltAPCnkO441eqxV
26776,29.51,8298.0,HEya9 h 014kP5b399B3micOt
26786,103.48,4454.0,xSQtE2mUgbq20x1cKO7
26850,63.36,4142.0,cwpCmrAQ5G0E6XsMY9kcCGoz
27188,111.78999999999999,4247.0,SuB6sBwh4fkJJAxrHee
27402,95.48,6026.0,Yzj55ZboOdgZECpWD1x ZKC1By
29012,14.53,4520.0,79nzYt9SQ06mYf799wR
29412,70.84,3424.0,Q4clfmf2BZSLzX 6iGa1jdIWa
29457,41.58,6039.0,oK8UDkAAkZmwkDnIeA
31496,62.41,2885.0,iCsNtzG JVwpKX1
31758,99.16,6076.0,FQwmjrqdsqS5XBAwLbJT
31838,76.61,7205.0,oGq1OOLbKrWxZjpYMkvNO90
32081,83.25999999999999,3374.0,GxKs2ElqESYl rE1
32593,80.47,4047.0,6 z2Yo5KN8cAizuwbc3J4I8vU
33816,149.51,3246.0,D8Qxz0YHK9gxZdBwlz8qpT
34050,100.78,7910.0,LScue6QJgUci3ZjejCs
34541,110.45,6452.0,QXNOcSFLQzxBd8Et6Jl
36084,64.92,5064.0,64fJyp WkxBJJ8yH1hXoY
36732,160.47,5670.0,7839HxQff6WCpff8AJ
37388,60.88,2193.0,tagPYVaDzdZrS759
37721,140.0,7666.0,Iu7JpiIYd1Df5LYHKyZ exPq
39349,83.87,4257.0,nF5bKrWikpaNcIQ3HP
39420,87.43,6693.0,zIdKyC6uP7TUEJcp2PJ1WgMhYY4u
39483,13.26,1675.0,KH4Id9m4SVOqLSinwMBEGwB A
39770,34.43,1696.0,G4yZQ5DhUkmlwdjdUZEK8CTINo
40276,28.61,8689.0,teTcTdL6gZboHJ1ObecYv51tuGa
41568,32.82,5164.0,nvG0HbzdSE5IpL4
41737,44.37,3602.0,MiIgO5c7zjh CvGE
41754,30.74,3800.0,in2Ch2B06bcjbgdR4GEv
42001,59.29,6616.0,HlGdGUSGMoOdTv8ESFk
42010,86.18,3406.0,lyZcVMijfe 1BYf7J7d3ggos6k
42262,29.68,9645.0,zob6lfUjFh2zlPX0tEJanknsVzVbZl
42321,14.87,2882.0,pTGLr8R7Bb40 MQ77fi PFv
42400,56.73,6770.0,wR2yuumY NNrdVYn7n
42401,57.33,6690.0,rFYlHis0BdXEbTmaM
42434,150.19,4511.0,JkHX2OirA4bJJz8db4z
44520,48.07,6879.0,mWnvjclpxy3qIYlS
45340,53.21,6089.0,2GbVxX7R43yTCszUFWn2F 7FCE
46609,94.71,6445.0,5OmQGPj3Rqs iOj1VdEbs5oLOf37p
46951,43.11,9285.0,2sfKV4cYyqsw0T9rmegGKE
47440,22.45,2361.0,lPDmQGUrLGr2oWgTmX2
47654,38.09,1055.0,Sq9PTQ6xggk3Cvoh
48290,45.86,6478.0,tAdHcMlu8NVpc3ja6NmBZy9Rk3
49019,105.32,3920.0,kgQB37QqlqJ3zyTN
49230,113.25,2084.0,vx7kZoGpFgE9JcwiTVI7rEHU9
49862,83.84,7156.0,LPA tTtapFSQ0pgeD
49867,40.53,3221.0,lkKOSE9RGwbNfnHZPlTJZSS u7W
25365,18.16,6341.0,DMkXqXdK3FsToBBftkNl
35853,47.08,7392.0,N0nifd3Y1l2ovM4JapuGbwATeCR1s
37199,95.86,2266.0,P374u4CRF6fch4p9lzEY1W
102,79.78,3861.0,jxK1I2Jy6uFK7gJcIBHFoj8f6QA
133,129.92,4726.0,8x7kUvQIMub5t7tghEc8mm
480,124.6,6068.0,yC8cSw8xGKeBRvQ9bocPE2urRCdEq
1091,93.97,9193.0,aywmLtghHcH5Ksy2rWr
1547,91.84,9212.0,AtnYfWa89Qe9gnAnYLfGeppwk7
2379,31.04,4694.0,0OfT3WCgWfRRgtKyUaoa
3320,11.69,2230.0,WIh7gjW77RIG3k7O1kuJV1CeFT
4375,89.82,1374.0,QLwzkqXJ5DQzfWi
4587,162.45,5627.0,YZqfZQkb2Wah3mTLPU8pXGIbHbr
4969,30.16,2271.0,ga1b9tyefOy3SKBaW1mihaC
5068,131.8,5096.0,vrURuiwP6r9n 9i
5227,76.42,3214.0,DzQUbh0XH8XlIXXyzF5mc7hT9
5482,84.84,5123.0,wsUDRpFb3uO7M Y8kgo
7842,105.63,2256.0,RU7JrmT5VBJ CUqpM71OuNh
7893,95.2,8779.0,QabVWpjjJLB5mnUX
8736,25.8,9721.0,qEi0oU5qOt NT5Lo6T n
8874,102.66,3235.0,kW0dXW9jtHus3pt
9896,30.82,4191.0,Yqs15nGVOJr7dPNTO1pY
10224,73.69,6372.0,PQTAbsYljNFVYlMwlidlXZjU
11056,29.37,3293.0,IIqRtG9Oj1mQwwwCrZGYEV
11153,61.15,8971.0,4 v5xr2YwdmyVkJ19RIZOHddFh wtN
12321,61.77,5376.0,eGqIFjm28w4B2QcoIZpC
12852,146.34,1371.0,72QGdjmeiu0UeNT6NAEu
13549,20.1,8887.0,5u9qxJQeUZQtvM4D1CqEkH6Sz
13830,114.28999999999999,1169.0,1ktCKUrzVVjY1gkGe3eToIO
13944,47.23,6218.0,R D2As6kqtAvrO31BkTBK uw2
13981,91.56,4194.0,UiG257LW10vAPBDqxr0JMhH31
14036,84.28,6307.0,lD4ga8BtGrgX0vtV
14271,129.9,1263.0,oCeVgeOkVUUzddbxyuw11eRbt
14544,17.05,4856.0,WzUrBEOAa31XofrXe8
15565,84.64,5803.0,gOczZh2WAspqdP1BMN
16529,17.99,4879.0,YF6mUtHiSOi8KhJav0QygyQp0yMGNd
17337,68.6,3457.0,XCNcr49xuBBU8  nesOPRh
17689,28.93,5491.0,bhINPbwO6wgnBqH8cofzaJD
18409,95.85,9132.0,NGO512VeaiC7nHi
18498,137.57999999999998,3263.0,Xq3CtyGrpGySXTxhFISMLwrM znAd
18979,54.67,4774.0,d3vO9xhY4Raco XfbZaZxBx
19009,160.01,8696.0,1iuqzBZmVJD0S8wUAF
19449,89.15,3651.0,GJJ3dQTYnHNX7MZsbkA
19505,14.21,2290.0,GZTaKvyRZTL7Rd8viY3jKi Yuu5u
19820,80.7,4698.0,OQ0KmKYxb0XiqhnBwoaVhvwh
21090,77.8,1124.0,uIDvh3EBpej2rDYwKD9iETe4UsfSm6
21246,71.78,5493.0,HISMwI0CHUv1KK2uzwWYJi
21301,33.16,2077.0,lCKvWeGR1ACFSHoXxCYrUzD7 woQh
21769,37.54,5185.0,nGg3TcgWRLNcQfr06BHingEZ5tPKU
22118,91.46,9479.0,cxJKrxUpRGgQ2EW4SwZiMCSwl5Wx6d
22251,48.03,2817.0,PZph9SbzRr99OsRIDNe
22434,93.96,3867.0,r3mTtXELNZbgYQ002WdLs9OP
23139,64.83,3213.0,2CSsj7zLaEBu8extArzPF
23393,85.32,9037.0,qW9HRfW73HWONeM
23561,60.95,5014.0,eKHsXPV37JuuHNLzji0nci
23774,69.92999999999999,4138.0,9gcSzF7Y0EK8HmXAFMVNra2kb8h
23829,71.08,1640.0,dFKzdeU  f2MDxxD
23844,159.69,8330.0,K2MvXmk5qNXqJQIRMUxkuo3W6lTf
23946,78.77,4203.0,o2qBgXHA10hU0qK6 oNVIHZFC
26138,30.77,3395.0,bJTvYs80NHvaLDn
27027,48.29,3248.0,bvjhvQibyo7 zEvSVyfzJ3KDuGM
27479,77.78,7672.0,LnyWyCKOcp74go6gwnZX
27864,80.37,3784.0,3i82VCLFWrQ15wcdBqzgGkPYfx
28046,77.73,7186.0,JXznS4Ywft43ZFpoLTy3jCmd9fMUO
29580,19.63,3577.0,jYZTPuKEorRdIMQt
29750,121.30000000000001,6208.0,CczY zthh 92CT8xzpPEP
30331,59.63,6939.0,ssBsBLBLb8GNtGukRK5NkZhY
30524,65.26,5007.0,oEVtC6 28gRRDgj28hk7v
30853,62.41,1669.0,p1OoH7E4p2miyPe
31251,20.98,9080.0,bkNDz8oXeQdVqWmwEqUiBIdzfdN
31609,34.83,3907.0,eYZU7IVLwEHyKIaz
32319,58.88,2737.0,7oiFqrpN5QZsGj6F3
33066,85.43,5851.0,5MJrkL7Zf64FKShl57rjicVg
33451,13.21,6619.0,LvimEkmmpWj1mY chpRVAEgm
33924,121.12,7466.0,WjkuBqh8ifA1DKPx4b68e
34526,12.29,2725.0,i4Iw86yxZZ7ea62k
35114,50.88,3557.0,sIQAWRVnVBDYCfzDaUuCn
37097,63.5,5327.0,oN3YTG6W7SMXk4aoq
37393,85.32,7885.0,hfcx0KYN0zlMhsEouZg
37542,78.67,3795.0,679XGHOR9BMAiyTMkpcRY
38096,75.95,2410.0,G6YNUn13vxc7AtigdXzkzKWKV
38196,40.51,8058.0,slSHpCDuoYrvlJ0aeNCtKVWgVbR
38413,51.66,8562.0,Eixvhj1NTfqxk9Yo0bTo6pBxrW
38609,108.89,5618.0,OXJ9Dq2RgFsQDCxApbeWq
38997,27.31,4782.0,dT4OTDVgj60p2F1y3KFy3Bz98
39614,59.46,6718.0,jTIdrkNnREuYVMZar60
41577,95.42,9121.0,TH7V0KMqe8Yfa7clDnfbN ykLZxf
41848,39.41,6127.0,xz7rTa p3BMPkDWpX2
42026,61.62,1715.0,U7X8W5JtyJTYABGaci6DcI0BR
42315,41.980000000000004,9808.0,dGWGb0tXUyUY5vLDSUQ9ZrMg
42469,46.17,8231.0,EfgXIGkR89Uh4zyqEvbeS3nUhS
43017,16.63,8216.0,asiJNWPNoQLtHAqxGSBgN
43764,50.58,6283.0,09n3wgCxGDSkcVerUx2MLx
43987,103.96,7364.0,Pfq3RaRgrQXS4DYKxTmNi7LOkq
44583,41.86,2105.0,n8nWxSdEKCg4r1xalXjbz7xv6g7ew
44798,75.66,5940.0,FnI4IZVGuLSTP8ee
45604,49.64,9328.0,b7CeMQMOCzc3Unc7
45869,45.05,3570.0,64i8ymRrX4aa13zswHt5rEyBIhRv
46358,52.59,2394.0,ekqdZVjBxzrQQOQ5qz
